age,education,years_experience,skills_count,communication,leadership,technical,certifications,willing_to_travel,preferred_domain,role
23,Bachelors,2,6,3,0,5,0,0,IT,DATA ANALYST
23,High School,4,4,6,5,5,1,0,HR,HR
60,Masters,36,0,6,3,3,0,1,Marketing,MANAGER
41,Bachelors,20,5,6,1,7,3,0,Marketing,DATA ANALYST
47,Masters,24,6,4,2,3,5,1,HR,PROJECT MANAGER
60,PhD,40,3,5,3,10,4,0,HR,DATA ANALYST
25,High School,4,5,7,6,7,3,1,Marketing,HR
45,PhD,22,3,8,4,7,2,0,Operations,PROJECT MANAGER
38,Diploma,17,2,4,6,3,1,0,HR,HR
31,High School,11,3,6,5,1,3,0,Marketing,CLERK
47,High School,24,3,6,5,1,2,0,HR,DATA ANALYST
41,Bachelors,22,1,8,5,8,1,1,Marketing,HR
28,Bachelors,4,3,5,10,1,1,0,Operations,DATA ANALYST
56,Masters,32,3,6,5,8,1,0,Operations,DATA ANALYST
19,Masters,0,2,2,6,1,1,0,Manufacturing,HR
54,Masters,32,5,1,8,3,5,0,Operations,PROJECT MANAGER
25,Bachelors,3,6,4,6,0,1,1,HR,HR
20,Bachelors,0,0,3,3,6,3,0,Operations,DATA ANALYST
54,Bachelors,33,5,4,4,4,0,0,Operations,MANAGER
50,PhD,30,5,7,4,4,2,0,HR,HR
37,Bachelors,14,5,10,8,3,2,0,Operations,MANAGER
21,Bachelors,0,4,8,9,10,3,1,Marketing,MANAGER
59,High School,38,5,7,3,2,1,1,HR,HR
40,Bachelors,14,5,5,7,9,3,0,Operations,DATA ANALYST
60,Bachelors,36,1,2,2,4,2,0,IT,MANAGER
51,Bachelors,25,6,7,3,6,3,1,Marketing,DATA ANALYST
47,High School,28,2,6,5,5,5,0,Finance,MANAGER
42,Diploma,18,2,3,10,1,1,0,Manufacturing,MANAGER
44,Bachelors,23,4,6,2,8,0,1,Manufacturing,PROJECT MANAGER
32,High School,6,4,8,7,2,2,1,Operations,PROJECT MANAGER
26,Bachelors,4,5,6,6,10,5,0,Manufacturing,PROJECT MANAGER
32,High School,13,5,7,3,0,5,1,Operations,PROJECT MANAGER
48,Bachelors,23,5,9,9,4,0,1,Finance,HR
30,Bachelors,9,4,5,3,5,2,1,Manufacturing,HR
36,Bachelors,16,3,4,1,5,1,0,Finance,PROJECT MANAGER
27,Masters,3,2,3,0,6,5,1,IT,DATA ANALYST
46,Bachelors,23,2,7,1,9,1,1,HR,HR
53,Masters,27,4,6,7,4,5,0,IT,HR
43,Bachelors,24,5,7,5,2,3,0,IT,HR
43,High School,19,4,2,5,8,5,1,Finance,MANAGER
51,Masters,27,4,5,8,2,2,1,IT,MANAGER
29,Bachelors,6,2,2,2,6,2,0,Operations,MANAGER
60,Masters,38,2,7,3,8,4,1,Operations,HR
25,Masters,0,3,4,10,4,3,0,Finance,HR
22,Diploma,0,7,10,6,7,3,0,IT,PROJECT MANAGER
54,Masters,33,4,6,3,5,4,0,HR,HR
21,Bachelors,0,3,2,6,2,3,0,IT,HR
53,Masters,23,4,8,4,5,0,1,IT,MANAGER
45,Masters,21,4,5,8,10,5,0,Manufacturing,DATA ANALYST
43,Masters,15,2,4,3,7,4,0,Manufacturing,HR
60,High School,33,3,7,2,7,1,0,Finance,HR
59,High School,32,3,8,3,7,0,1,Finance,BUSINESS ANALYST
19,Masters,0,2,8,7,8,5,0,Marketing,PROJECT MANAGER
59,Masters,34,4,4,8,3,3,0,Manufacturing,MANAGER
36,Masters,11,5,9,3,6,5,0,Marketing,BUSINESS ANALYST
57,Masters,33,4,4,5,2,1,0,Manufacturing,PROJECT MANAGER
48,High School,24,3,6,4,4,2,0,HR,DATA ANALYST
49,Bachelors,25,4,3,7,2,1,1,Operations,CLERK
49,Masters,30,3,6,5,0,4,0,Operations,MANAGER
41,Bachelors,22,6,8,1,8,5,0,Marketing,DATA ANALYST
23,Diploma,0,1,2,4,1,2,0,Operations,HR
35,Bachelors,15,4,7,2,4,1,0,Finance,HR
49,Bachelors,28,2,7,5,2,1,0,Marketing,HR
54,Bachelors,34,2,6,6,6,0,0,Finance,MANAGER
58,Masters,36,2,4,10,0,0,0,HR,HR
24,Bachelors,3,4,8,9,3,5,0,Manufacturing,DATA ANALYST
25,Bachelors,7,6,5,5,5,5,0,Marketing,HR
19,Diploma,0,2,5,2,4,2,0,HR,DATA ANALYST
56,Bachelors,31,2,7,3,4,5,0,Operations,HR
20,Bachelors,5,0,6,4,5,4,0,Finance,HR
59,Bachelors,36,2,4,1,4,3,0,Operations,MANAGER
51,High School,26,2,10,10,3,1,0,Finance,PROJECT MANAGER
21,Bachelors,2,4,3,3,3,5,1,HR,HR
26,Bachelors,4,4,6,2,3,0,1,Operations,HR
44,Masters,25,2,5,7,0,4,0,Operations,PROJECT MANAGER
35,Bachelors,11,3,7,8,4,1,0,Finance,HR
35,Masters,11,1,5,3,7,4,0,Manufacturing,PROJECT MANAGER
43,Bachelors,18,1,4,6,5,0,0,Manufacturing,PROJECT MANAGER
41,Diploma,20,4,8,6,4,5,0,IT,MANAGER
30,PhD,6,6,5,0,3,2,1,IT,BUSINESS ANALYST
45,Bachelors,27,3,5,0,6,4,0,HR,BUSINESS ANALYST
31,Diploma,4,4,4,7,6,4,0,HR,MANAGER
34,High School,9,1,7,5,4,5,0,Manufacturing,PROJECT MANAGER
31,Diploma,9,3,6,4,8,0,0,IT,MANAGER
24,Bachelors,0,6,7,0,5,1,0,IT,HR
37,Masters,19,1,6,2,1,2,1,IT,HR
41,Masters,14,7,3,5,6,3,0,Finance,DATA ANALYST
37,Diploma,16,5,5,4,1,5,0,HR,HR
47,Diploma,21,4,5,3,5,1,0,Operations,PROJECT MANAGER
46,Masters,26,3,6,1,2,4,0,Manufacturing,HR
60,Bachelors,43,3,5,3,10,2,0,Finance,DATA ANALYST
48,High School,20,2,3,3,9,2,0,Marketing,PROJECT MANAGER
36,Masters,16,5,6,2,4,5,0,IT,HR
25,Bachelors,4,2,8,7,6,5,1,IT,BUSINESS ANALYST
36,Bachelors,13,2,1,6,2,4,0,Manufacturing,PROJECT MANAGER
36,Masters,16,1,7,6,6,1,1,IT,HR
54,High School,35,2,4,4,6,1,0,Finance,PROJECT MANAGER
59,Bachelors,41,1,5,3,0,2,0,Manufacturing,MANAGER
30,Bachelors,9,3,8,3,5,4,0,IT,HR
41,PhD,20,1,9,1,6,3,0,Manufacturing,BUSINESS ANALYST
57,Masters,32,3,4,1,7,3,0,Marketing,HR
33,Diploma,13,2,5,1,4,3,0,Manufacturing,DATA ANALYST
55,High School,34,7,4,1,5,5,0,IT,PROJECT MANAGER
21,Bachelors,0,4,5,3,3,3,1,IT,DATA ANALYST
38,Bachelors,20,2,7,6,7,5,0,Manufacturing,PROJECT MANAGER
53,Diploma,26,2,5,6,4,4,0,Marketing,DATA ANALYST
21,Masters,1,2,7,7,5,4,1,Operations,HR
28,Masters,6,1,3,4,7,3,0,Manufacturing,DATA ANALYST
55,Masters,31,4,7,5,9,1,1,Operations,PROJECT MANAGER
60,Diploma,40,1,7,1,8,4,0,Manufacturing,DATA ANALYST
47,High School,26,1,6,4,6,5,1,Operations,MANAGER
51,Masters,30,2,4,4,6,4,1,Finance,DATA ANALYST
32,Bachelors,5,5,7,2,6,3,0,HR,BUSINESS ANALYST
57,High School,34,1,5,5,4,4,0,IT,MANAGER
36,Masters,15,3,0,5,5,5,0,HR,DATA ANALYST
19,High School,2,2,4,2,9,0,0,Marketing,DATA ANALYST
41,High School,20,0,6,4,2,3,1,IT,MANAGER
49,High School,29,6,7,4,2,0,0,Operations,DATA ANALYST
29,Masters,4,6,6,5,0,5,0,IT,PROJECT MANAGER
21,Masters,0,4,4,6,5,3,0,Manufacturing,HR
27,High School,5,2,5,7,0,5,0,Marketing,MANAGER
45,Bachelors,21,3,4,7,4,5,0,IT,PROJECT MANAGER
27,Bachelors,4,6,4,8,7,2,0,Manufacturing,HR
54,Diploma,31,3,4,5,4,4,0,Operations,MANAGER
41,Bachelors,24,5,4,4,5,3,1,Finance,MANAGER
46,Masters,18,4,7,2,7,4,0,Finance,BUSINESS ANALYST
54,Masters,33,2,6,9,8,3,0,Marketing,MANAGER
26,Diploma,2,5,7,4,4,0,0,Manufacturing,PROJECT MANAGER
33,Bachelors,9,3,6,6,4,4,0,Manufacturing,HR
43,Bachelors,19,3,3,7,6,2,0,Finance,HR
20,Bachelors,0,2,4,2,1,4,0,Marketing,HR
50,High School,26,2,5,3,7,3,0,Manufacturing,HR
45,Masters,20,3,6,1,0,3,0,Manufacturing,MANAGER
33,PhD,11,5,5,2,3,3,0,Marketing,HR
18,Bachelors,4,2,7,9,2,3,0,Manufacturing,MANAGER
54,Masters,32,4,5,7,3,5,0,Operations,PROJECT MANAGER
29,Bachelors,6,2,3,2,2,5,0,HR,MANAGER
51,Bachelors,28,3,6,8,8,3,1,Manufacturing,PROJECT MANAGER
49,Diploma,28,0,6,2,2,5,1,IT,MANAGER
48,Bachelors,20,2,4,6,7,0,0,Manufacturing,HR
18,Bachelors,0,4,7,5,8,4,1,Marketing,DATA ANALYST
55,Masters,26,1,8,3,2,1,0,Marketing,PROJECT MANAGER
31,Masters,7,4,5,6,5,4,0,IT,MANAGER
40,Masters,15,4,8,8,3,4,0,HR,DATA ANALYST
35,High School,10,2,7,3,5,3,1,Operations,HR
57,High School,32,1,5,1,10,2,0,HR,DATA ANALYST
51,Diploma,29,1,3,8,4,3,0,HR,MANAGER
51,Bachelors,27,2,6,7,0,1,0,Marketing,PROJECT MANAGER
56,Bachelors,36,3,3,6,3,0,1,Manufacturing,PROJECT MANAGER
31,High School,7,0,2,1,8,0,0,Operations,DATA ANALYST
59,Bachelors,40,3,7,4,7,0,0,Finance,DATA ANALYST
46,Diploma,18,2,4,6,6,0,0,Operations,HR
60,High School,39,2,4,5,8,1,0,Manufacturing,CLERK
24,Masters,2,3,7,0,10,0,1,Finance,CLERK
45,PhD,22,2,6,7,2,3,1,HR,MANAGER
49,Bachelors,23,5,4,4,6,0,0,Operations,MANAGER
39,High School,14,3,8,3,2,3,0,HR,BUSINESS ANALYST
52,Masters,29,6,4,8,4,4,1,Marketing,PROJECT MANAGER
27,Masters,8,2,9,4,5,1,1,HR,HR
18,Diploma,0,2,8,8,1,2,0,Manufacturing,PROJECT MANAGER
18,PhD,0,1,7,6,6,5,0,IT,HR
26,Masters,3,1,6,4,3,4,1,Marketing,MANAGER
23,Bachelors,5,0,9,5,5,0,1,IT,HR
54,Diploma,34,2,6,9,9,2,0,Manufacturing,MANAGER
40,Bachelors,13,3,4,4,10,1,0,Operations,PROJECT MANAGER
39,Masters,15,6,6,0,3,2,0,Manufacturing,HR
29,Bachelors,6,3,7,6,3,0,1,IT,HR
33,High School,6,0,3,2,6,3,1,Finance,DATA ANALYST
43,Bachelors,20,4,3,4,6,3,0,Finance,DATA ANALYST
25,Diploma,3,5,7,5,3,0,1,Manufacturing,MANAGER
34,Bachelors,6,3,7,6,2,3,0,HR,HR
31,Diploma,7,7,6,4,10,4,1,Manufacturing,HR
32,Bachelors,9,1,5,3,7,1,0,Finance,PROJECT MANAGER
33,High School,4,3,6,5,8,1,0,Manufacturing,PROJECT MANAGER
28,Masters,5,3,3,3,0,4,0,HR,HR
50,Bachelors,27,6,5,6,9,0,0,Operations,BUSINESS ANALYST
51,Masters,29,3,6,5,4,3,0,IT,HR
28,Masters,4,4,7,5,2,3,1,Marketing,HR
59,PhD,41,2,5,4,3,5,0,Finance,BUSINESS ANALYST
46,High School,22,3,6,7,3,5,1,IT,MANAGER
55,High School,29,4,5,1,4,2,1,Operations,DATA ANALYST
43,Bachelors,18,2,8,3,4,5,0,Marketing,PROJECT MANAGER
20,Bachelors,0,7,2,5,8,4,0,Manufacturing,PROJECT MANAGER
32,PhD,15,2,5,8,7,2,0,Finance,PROJECT MANAGER
22,Masters,0,3,6,7,5,5,1,Manufacturing,HR
50,Bachelors,28,3,5,1,3,0,1,Operations,MANAGER
51,Masters,28,3,7,4,2,3,1,Manufacturing,BUSINESS ANALYST
30,Masters,2,4,5,2,4,0,1,Manufacturing,HR
41,PhD,18,3,2,3,1,4,1,Manufacturing,BUSINESS ANALYST
46,Bachelors,22,2,4,6,5,1,0,Marketing,HR
41,Bachelors,18,3,4,3,1,1,0,HR,PROJECT MANAGER
51,Masters,33,1,6,3,2,4,0,IT,HR
30,Masters,7,0,6,2,4,4,0,HR,HR
41,High School,20,2,4,0,4,4,1,IT,DATA ANALYST
32,Bachelors,9,3,7,5,3,4,0,HR,HR
32,Diploma,11,1,7,2,5,2,0,Operations,HR
44,Diploma,24,5,2,4,5,4,0,Manufacturing,PROJECT MANAGER
54,Bachelors,33,2,5,3,0,0,0,Marketing,MANAGER
60,High School,39,1,6,10,3,5,1,Marketing,MANAGER
36,Bachelors,15,3,2,5,2,3,0,Marketing,MANAGER
41,Bachelors,20,4,7,3,7,2,0,HR,DATA ANALYST
33,Masters,6,3,6,9,9,4,0,Marketing,BUSINESS ANALYST
21,High School,0,4,7,3,7,3,1,HR,PROJECT MANAGER
35,High School,13,3,6,3,7,3,1,HR,BUSINESS ANALYST
23,Masters,3,3,5,7,4,0,1,Operations,MANAGER
56,PhD,34,5,5,0,5,1,1,Manufacturing,HR
43,Bachelors,21,2,5,9,2,2,0,IT,HR
59,Masters,38,3,4,7,3,4,1,Finance,MANAGER
44,Masters,23,6,6,8,5,0,0,HR,HR
57,PhD,38,2,1,6,5,4,0,Finance,DATA ANALYST
21,Bachelors,0,2,3,7,5,4,0,Finance,MANAGER
58,Bachelors,33,2,5,9,9,0,0,Operations,PROJECT MANAGER
41,Bachelors,20,4,8,5,5,1,1,Manufacturing,BUSINESS ANALYST
24,Masters,6,2,7,5,5,3,0,IT,HR
51,Masters,33,1,5,3,8,3,1,IT,DATA ANALYST
58,Bachelors,35,4,5,9,4,3,0,Operations,DATA ANALYST
30,Bachelors,5,1,9,6,6,2,0,IT,MANAGER
34,Masters,6,1,7,4,2,5,0,IT,MANAGER
29,Masters,8,2,5,3,3,5,1,IT,HR
49,Masters,25,1,9,6,5,5,0,Finance,HR
34,Masters,14,3,6,1,2,4,0,HR,HR
60,Masters,38,3,7,3,5,3,0,Manufacturing,DATA ANALYST
44,Bachelors,19,4,7,8,0,0,0,Operations,HR
41,Bachelors,21,2,0,7,3,2,1,IT,HR
39,Masters,18,3,2,5,7,0,0,Operations,PROJECT MANAGER
37,Masters,11,3,5,6,4,0,0,IT,PROJECT MANAGER
50,PhD,32,2,3,7,1,3,1,IT,PROJECT MANAGER
35,Bachelors,10,3,8,5,0,3,1,Manufacturing,HR
55,Bachelors,34,3,4,6,5,4,1,HR,PROJECT MANAGER
20,High School,0,3,5,4,9,3,1,Marketing,DATA ANALYST
52,Bachelors,24,0,7,8,2,5,1,Finance,HR
43,Bachelors,16,3,3,3,6,2,0,Manufacturing,MANAGER
53,Bachelors,26,2,6,6,1,5,0,IT,BUSINESS ANALYST
19,Bachelors,3,3,4,7,3,2,1,Finance,MANAGER
52,Bachelors,28,5,5,3,7,0,1,Operations,PROJECT MANAGER
55,High School,33,4,5,5,4,5,1,Marketing,DATA ANALYST
19,Diploma,0,1,5,3,6,5,0,Manufacturing,DATA ANALYST
23,Masters,4,3,6,0,7,5,0,Marketing,DATA ANALYST
33,Bachelors,5,2,7,4,3,4,0,IT,BUSINESS ANALYST
22,PhD,0,3,3,3,4,4,0,Operations,DATA ANALYST
60,Masters,36,1,6,5,2,5,0,Operations,HR
38,PhD,16,2,9,5,2,0,1,HR,HR
19,High School,1,3,10,1,6,3,0,IT,HR
25,Bachelors,9,2,6,2,2,0,0,IT,HR
52,High School,28,4,2,5,1,5,1,Operations,PROJECT MANAGER
53,Bachelors,31,5,8,3,7,1,1,Operations,CLERK
24,High School,3,2,6,9,4,4,0,Finance,DATA ANALYST
19,High School,0,4,6,6,4,5,0,Manufacturing,HR
31,Diploma,14,3,5,4,0,3,0,Marketing,MANAGER
36,PhD,12,4,8,5,6,4,1,HR,HR
56,Bachelors,39,2,8,4,5,2,0,IT,PROJECT MANAGER
60,Diploma,35,2,4,5,8,3,0,IT,DATA ANALYST
44,Masters,22,2,6,5,0,3,1,Finance,BUSINESS ANALYST
27,Bachelors,2,5,6,2,0,3,1,IT,HR
54,Diploma,34,1,4,5,6,5,0,IT,PROJECT MANAGER
39,Masters,13,4,9,1,7,2,1,Finance,DATA ANALYST
25,Bachelors,4,1,7,2,6,0,0,Manufacturing,HR
35,High School,13,2,4,4,3,5,0,Manufacturing,MANAGER
50,Bachelors,28,2,9,5,3,3,0,HR,HR
34,Bachelors,8,2,6,2,8,2,1,Marketing,DATA ANALYST
27,Diploma,0,2,7,4,7,3,1,Finance,BUSINESS ANALYST
31,High School,7,3,8,5,6,4,0,IT,PROJECT MANAGER
20,Masters,0,2,6,3,10,0,0,IT,DATA ANALYST
44,Bachelors,20,4,5,1,3,3,0,Operations,HR
26,Diploma,8,0,3,4,2,5,1,Manufacturing,MANAGER
53,Masters,34,2,8,4,0,3,0,HR,HR
49,Bachelors,25,1,2,5,9,5,0,Operations,MANAGER
58,PhD,37,6,5,4,4,0,0,Finance,BUSINESS ANALYST
41,Bachelors,13,0,3,0,5,3,0,Finance,BUSINESS ANALYST
29,High School,4,3,7,6,1,3,0,Finance,HR
25,High School,1,3,4,3,8,2,0,Manufacturing,DATA ANALYST
23,Masters,0,2,7,9,7,5,1,Finance,BUSINESS ANALYST
55,Masters,34,6,1,1,7,0,0,Manufacturing,PROJECT MANAGER
27,Masters,5,0,3,6,3,3,0,Manufacturing,PROJECT MANAGER
56,Masters,32,2,10,2,3,4,0,Operations,DATA ANALYST
21,Bachelors,3,2,9,4,8,5,1,Marketing,MANAGER
36,Masters,14,2,3,7,4,3,1,Marketing,PROJECT MANAGER
50,Bachelors,35,4,6,7,8,3,0,Marketing,DATA ANALYST
37,Bachelors,22,2,7,2,8,1,0,HR,BUSINESS ANALYST
44,Masters,14,3,8,8,2,1,0,HR,HR
23,Diploma,0,2,8,7,5,0,1,Manufacturing,BUSINESS ANALYST
19,Diploma,3,2,7,4,3,2,0,IT,HR
37,Bachelors,15,3,9,6,8,0,0,Marketing,HR
24,Bachelors,0,5,1,3,4,5,0,Finance,DATA ANALYST
39,High School,11,6,6,2,0,3,1,HR,HR
38,Masters,16,3,4,5,4,4,0,IT,PROJECT MANAGER
54,High School,38,1,4,2,10,0,0,IT,DATA ANALYST
52,PhD,32,2,5,3,5,4,1,Operations,PROJECT MANAGER
50,Masters,28,2,9,3,9,5,0,Manufacturing,DATA ANALYST
38,Bachelors,17,2,4,2,6,1,0,Operations,BUSINESS ANALYST
55,Masters,34,3,4,6,0,1,1,IT,PROJECT MANAGER
25,Masters,6,3,3,0,5,3,1,Operations,DATA ANALYST
18,High School,5,4,3,4,4,4,0,Finance,DATA ANALYST
58,PhD,34,0,6,7,1,4,0,Marketing,MANAGER
60,Bachelors,38,2,7,4,4,3,1,Manufacturing,HR
32,High School,11,2,6,5,5,3,0,Marketing,HR
27,Masters,3,3,5,3,4,2,0,Operations,HR
54,High School,30,3,7,1,0,5,0,IT,BUSINESS ANALYST
50,High School,29,2,3,7,7,2,0,Manufacturing,PROJECT MANAGER
52,Bachelors,30,5,5,5,7,4,1,Manufacturing,PROJECT MANAGER
18,Masters,3,4,8,6,2,2,0,HR,MANAGER
22,Masters,0,7,5,8,0,1,0,HR,HR
37,High School,12,2,5,4,1,3,0,IT,HR
40,High School,21,3,7,7,2,5,0,Finance,HR
58,Bachelors,36,5,10,5,8,5,0,HR,BUSINESS ANALYST
18,High School,0,4,6,2,5,0,0,IT,DATA ANALYST
39,Masters,18,5,6,5,9,3,0,IT,HR
35,Bachelors,19,1,3,2,5,2,0,Manufacturing,HR
19,High School,1,2,6,2,1,1,1,HR,HR
19,Bachelors,0,5,9,2,1,5,0,IT,BUSINESS ANALYST
58,Masters,40,5,6,2,0,0,0,HR,HR
22,Masters,4,4,6,6,4,4,1,Finance,HR
53,Bachelors,26,6,4,4,9,3,0,Marketing,DATA ANALYST
48,Diploma,21,0,10,6,0,0,1,Operations,HR
32,High School,7,5,4,5,7,5,0,Operations,CLERK
49,High School,27,2,4,5,7,4,0,Operations,HR
31,Bachelors,9,3,6,1,6,4,0,Operations,HR
50,High School,29,2,6,6,2,3,0,Manufacturing,HR
30,High School,8,4,5,6,0,4,0,Operations,HR
48,Masters,28,4,3,10,5,0,0,Manufacturing,PROJECT MANAGER
32,Bachelors,10,2,6,4,0,2,1,Manufacturing,PROJECT MANAGER
56,Bachelors,28,3,5,7,10,2,0,Manufacturing,PROJECT MANAGER
18,Bachelors,0,3,9,8,2,1,0,IT,HR
46,High School,19,1,6,2,2,2,1,Marketing,BUSINESS ANALYST
57,Masters,34,6,5,8,3,1,0,Manufacturing,HR
47,Bachelors,25,5,4,9,4,2,1,HR,MANAGER
40,Bachelors,18,4,5,8,1,1,0,HR,HR
50,High School,31,2,9,7,4,1,1,HR,HR
56,Bachelors,30,2,5,5,1,1,0,Finance,HR
54,Bachelors,28,1,7,5,7,5,0,HR,MANAGER
47,Bachelors,21,4,8,5,7,0,0,IT,MANAGER
19,Masters,0,1,5,5,5,1,0,Operations,HR
27,High School,1,3,4,5,8,1,1,Finance,PROJECT MANAGER
31,Masters,8,3,10,3,4,1,1,IT,HR
35,Bachelors,7,0,7,8,3,5,1,Finance,PROJECT MANAGER
42,High School,21,1,10,5,2,5,0,Manufacturing,HR
22,Bachelors,0,5,7,3,6,1,0,Operations,DATA ANALYST
33,Masters,11,3,7,6,1,3,0,Marketing,MANAGER
36,Bachelors,19,2,8,7,10,1,0,IT,BUSINESS ANALYST
58,Diploma,33,0,6,7,0,2,1,HR,HR
54,High School,31,8,5,6,0,0,1,IT,PROJECT MANAGER
43,Bachelors,17,4,7,5,2,0,0,Finance,HR
22,PhD,0,3,4,2,9,2,1,Finance,DATA ANALYST
29,High School,7,2,5,7,0,5,0,Finance,MANAGER
47,Bachelors,26,3,6,6,6,5,1,Manufacturing,PROJECT MANAGER
54,Masters,32,2,6,8,6,1,0,HR,MANAGER
50,Masters,32,3,6,1,10,2,0,Finance,BUSINESS ANALYST
19,Bachelors,5,5,5,2,3,1,0,Operations,HR
18,High School,1,6,5,7,0,3,0,IT,HR
52,High School,33,4,7,7,8,0,1,HR,PROJECT MANAGER
18,Masters,0,1,7,3,5,1,0,HR,DATA ANALYST
49,High School,28,2,8,0,8,4,0,IT,CLERK
51,Bachelors,31,3,6,6,7,3,0,Finance,DATA ANALYST
52,Diploma,28,2,6,4,9,0,0,Finance,PROJECT MANAGER
47,PhD,21,5,4,7,3,5,1,IT,MANAGER
30,Masters,8,4,7,4,2,3,0,Manufacturing,HR
42,High School,19,4,5,6,2,5,0,IT,MANAGER
30,Diploma,6,1,6,5,4,5,0,Finance,MANAGER
47,Bachelors,26,2,5,5,3,1,0,Finance,DATA ANALYST
28,Bachelors,4,7,3,8,6,2,0,HR,HR
51,Diploma,30,3,4,7,2,5,1,Marketing,HR
22,Masters,8,3,3,3,7,3,1,HR,DATA ANALYST
33,Diploma,8,1,4,3,9,2,1,Operations,DATA ANALYST
27,Bachelors,12,3,6,5,10,3,1,Manufacturing,DATA ANALYST
47,High School,27,4,5,2,4,0,0,Finance,MANAGER
58,Bachelors,36,3,10,5,0,4,1,Operations,MANAGER
42,Masters,20,2,6,9,5,4,0,Manufacturing,PROJECT MANAGER
18,Masters,4,2,6,4,1,2,0,Manufacturing,PROJECT MANAGER
58,Bachelors,35,4,4,3,2,5,0,HR,CLERK
18,Masters,0,4,6,4,0,4,0,HR,MANAGER
23,Masters,0,1,7,3,2,2,0,Finance,HR
47,Masters,22,1,5,8,3,5,0,Manufacturing,MANAGER
41,Masters,21,0,10,3,10,2,0,Operations,DATA ANALYST
25,Bachelors,1,5,6,3,4,1,0,Marketing,HR
44,Bachelors,22,4,4,1,0,5,0,HR,HR
32,Bachelors,6,4,6,3,1,0,0,Finance,HR
18,Bachelors,1,0,7,5,5,4,0,Operations,HR
25,Bachelors,4,3,6,4,6,5,1,Finance,DATA ANALYST
39,High School,18,2,4,7,5,3,0,HR,MANAGER
20,Bachelors,1,3,5,1,7,1,1,IT,DATA ANALYST
47,High School,26,2,4,5,10,3,1,Manufacturing,PROJECT MANAGER
33,Masters,12,1,8,0,5,2,1,Marketing,HR
59,Bachelors,39,6,5,6,1,0,0,HR,PROJECT MANAGER
36,Bachelors,11,3,1,2,2,2,0,Operations,HR
27,Bachelors,5,6,7,3,4,1,0,Operations,HR
29,Bachelors,7,5,5,3,4,5,1,Operations,DATA ANALYST
50,Bachelors,27,3,6,10,9,4,0,Operations,MANAGER
25,Masters,3,4,6,5,6,0,1,IT,HR
35,Diploma,16,4,6,5,1,0,0,IT,HR
33,PhD,9,1,6,5,6,4,0,Marketing,DATA ANALYST
43,High School,23,4,7,5,4,0,0,Manufacturing,HR
28,Bachelors,4,2,7,10,2,5,1,IT,DATA ANALYST
55,Bachelors,31,1,5,5,2,4,0,Manufacturing,PROJECT MANAGER
28,Bachelors,0,3,7,1,2,5,0,Manufacturing,HR
58,Diploma,32,3,5,4,8,4,0,Finance,BUSINESS ANALYST
60,Masters,37,2,4,4,4,1,1,Operations,HR
25,Bachelors,5,5,3,1,3,5,1,HR,HR
20,High School,0,1,5,2,6,5,0,Operations,DATA ANALYST
56,High School,31,4,0,3,4,3,0,HR,DATA ANALYST
50,Bachelors,25,3,2,4,0,4,0,IT,HR
25,Bachelors,3,2,6,5,5,1,1,HR,HR
24,Bachelors,1,3,4,6,2,2,0,HR,HR
21,Masters,0,3,7,2,9,5,1,HR,DATA ANALYST
27,Bachelors,0,5,3,1,7,4,1,IT,DATA ANALYST
53,Bachelors,29,0,10,0,4,0,1,Manufacturing,DATA ANALYST
45,Diploma,24,2,9,5,6,4,0,Finance,PROJECT MANAGER
32,High School,8,0,4,3,10,5,0,Marketing,DATA ANALYST
32,Masters,6,6,4,7,4,4,0,Manufacturing,HR
37,High School,14,1,5,1,2,4,0,IT,HR
40,Bachelors,15,1,2,4,4,4,0,Finance,DATA ANALYST
44,High School,22,3,7,3,4,3,1,Operations,HR
33,Bachelors,13,4,5,3,4,5,0,Operations,HR
49,Masters,29,4,8,1,8,1,1,HR,DATA ANALYST
51,Bachelors,20,4,7,8,4,4,0,IT,BUSINESS ANALYST
18,Diploma,0,7,5,6,6,3,0,Finance,HR
47,PhD,22,5,4,6,1,4,1,Manufacturing,HR
59,Masters,32,3,4,2,5,4,1,IT,DATA ANALYST
28,Bachelors,7,1,6,6,3,3,0,Manufacturing,MANAGER
29,Bachelors,9,3,3,3,1,2,0,IT,PROJECT MANAGER
29,Masters,4,0,5,3,6,5,0,Operations,HR
33,Masters,7,3,6,5,5,1,0,Marketing,HR
48,Bachelors,23,2,6,1,7,2,1,IT,DATA ANALYST
36,Bachelors,12,5,6,8,8,4,0,IT,MANAGER
32,Bachelors,8,1,2,2,2,4,0,Manufacturing,MANAGER
50,PhD,23,5,4,7,1,4,0,Marketing,HR
49,Masters,26,4,3,2,2,5,1,IT,HR
59,Masters,33,2,8,7,8,5,0,Manufacturing,PROJECT MANAGER
25,Bachelors,1,1,7,5,3,0,0,Marketing,HR
33,PhD,7,1,9,8,10,4,0,Marketing,MANAGER
22,Bachelors,0,4,3,7,1,1,0,IT,HR
49,Masters,26,2,5,3,0,1,0,Operations,MANAGER
44,Bachelors,24,2,5,7,6,0,0,Finance,HR
57,Masters,30,4,4,2,4,4,0,Manufacturing,DATA ANALYST
21,High School,0,2,5,6,3,0,0,HR,BUSINESS ANALYST
29,Bachelors,8,4,5,2,0,0,0,HR,BUSINESS ANALYST
44,Bachelors,23,2,7,8,8,3,0,HR,DATA ANALYST
